STA_ID,LONG,LAT,SEASON,Date,THG_Fish,Floc_Depth_ft,AFDW_Floc,MEHG_Floc,THG_floc,Tot_Phos_floc,Bulk_Dens_Floc,Soil_Thickness_FT,AFDW_Soil,Bulk_Dens_Soil,PH_soil,SO4_soil,MEHG_soil,THG_soil,Tot_Carbon_Soil_%,Tot_Nitrogen_Soil_%,Tot_Phos_soil,Wat_Depth_ft,COND_SW,DO_SW,TEMP_SW,PH_SW,TURB_SW,REDOX_SW,Alk_Phos_SW,CHLA_SW,CL_SW,MEHG_SW,NH4_SW,NO2_SW,NO3_SW,SO4_SW,Sol_Reac_Phos_SW,THG_SW,TOC_SW,Tot_Nitrogen_SW,Tot_Phos_SW,REDOX_PW,H2S_PW,Sol_Reac_Phos_PW,MEHG_Peri_AVG,THG_epi_peri
M401,-80.306715,26.24499,W,9/23/1996,142.54,,,,,,,2.5,87.15,0.14,,170,0.15,160,,1.36,334.5,2.3,508,2.26,27.89,7.06,0.55,60,0.91,,,0.39,,,,16,,2.27,24,,9.51,-12,,,,
M397,-80.350697,26.294053,W,9/23/1996,80.25,,,,,,,3.6,87.75,0.09,,100,,180,,0.97,318.11,1.2,650,4.72,26.59,7.12,4.94,-22,1.07,,,0.94,,,,21,,4.16,30.12,,15.6,-8,,,0.91,190.68
M399,-80.500483,26.262181,W,9/23/1996,228.87,,,,,,,2.9,85.88,0.13,,79,1.39,180,,1.06,498.76,0.7,,7.77,27.18,7.86,0.7,165,0.75,,,0.316,,,,9.1,,2.41,18.42,,16.02,40.3,,,,
M393,-80.495831,26.33126,W,9/23/1996,137.53,,,,,,,3.5,89.18,0.12,,73,0.36,130,,1.59,416.51,1,654,5.55,27.95,6.88,1.49,153,0.66,,,0.429,,,,24,,2.12,29.67,,14.47,-20,,,1.54,506.98
M394,-80.696391,26.305579,W,9/23/1996,206.75,,,,,,,2.6,87.89,0.14,,86,1.85,200,,1.71,560.34,0.3,533,13.63,32.54,7.88,1.4,104,2.38,,,0.294,,,,2.6,,0.86,33.72,,15.91,126.3,,,1.33,
M395,-80.628929,26.302527,W,9/23/1996,,,,,,,,1.6,85.61,0.18,,120,1.72,95,,1.29,473.43,0.4,397,3.03,24.78,7.11,1.56,87,0.23,,,0.19,,,,4.8,,2.75,21.48,,16.02,-121,,,,
M396,-80.564696,26.300355,W,9/23/1996,,,,,,,,1.7,84.2,0.24,,79,1.31,100,,0.65,461.12,0.5,324,2.62,24.63,6.76,3.84,158,0.38,,,0.197,,,,7.1,,1.93,19.12,,15.4,-90,,,,
M585,-80.51951667,25.69977306,D,5/4/1999,94.176413,0.67056,52.8,,14.846413,184.777217,0.093811,1.75,61.811024,,,160,0.24,130,,1.909588,,0.8,703,1.3,27.54,7.04,8.54,-39,1.904775,,59,0.271,0.703,0.002,0.005,2,0.017,1.85,18.23,,9.548,-42,0.022,0.008,3.08,
M583,-80.72635278,25.71547222,D,5/4/1999,,,,,,,,0.8,19.762846,,,,0.14,41,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M576,-80.71361,25.75737278,D,5/4/1999,229.233171,0.09144,78.346457,3.51,221.262468,702.66,0.020431,0.5,71.713147,,,1200,1.85,120,,1.647821,,0.4,650,3.68,27.18,7.17,1.03,-59,0.3424,,64,0.0688,0.219,0.005,0.089,9.1,0.005,2.84,22.73,,7.905,,0.073,0.003,,
M582,-80.57571944,25.71946361,D,5/4/1999,322.69727,,70,0.2,98.901107,231.834353,0.018654,1.65,90.551181,,,630,0.35,69,,1.917584,,1.1,390,5.17,29.05,7.62,2.9,-11,3.3316,,36,1.15,0.039,0.001,0.001,2,0.011,3.54,21.09,,14.539,35.7,0.114,0.004,4.68,
M621,-80.72085833,25.25034722,D,5/5/1999,,,,,,,,1.6,20.55336,,,23,0.29,22,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.6,
M618,-80.537475,25.30693833,D,5/5/1999,,,,,,,,1.5,25.793651,,,200,,40,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.93,
M619,-80.74152222,25.30243889,D,5/5/1999,,,,,,,,1.3,25.193798,,,160,0.91,42,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.25,
M616,-80.70776944,25.32026944,D,5/5/1999,,,,,,,,0.4,21.568627,,,51,,32,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M620,-80.65839722,25.27559111,D,5/5/1999,,,,,,,,1.3,78.90625,,,570,0.23,120,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.33,
M615,-80.79967222,25.31857222,D,5/5/1999,,,,,,,,0.8,1.568627,,,90,2.73,36,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M612,-80.78584722,25.37991667,D,5/5/1999,,,,,,,,1,48.262548,,,24,,77,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M617,-80.64388889,25.31061583,D,5/5/1999,,,,,,,,6.2,93.72549,,,84,,130,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M610,-80.73771667,25.40185833,D,5/5/1999,,,,,,,,1,42.1875,,,2.8,0.84,63,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M614,-80.58015,25.35225694,D,5/5/1999,,,,,,,,5.1,18.503937,,,1000,,26,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.93,
M607,-80.80546111,25.44418889,D,5/5/1999,,,,,,,,1.2,15.47619,,,16,0.21,30,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.54,
M613,-80.52998611,25.3525125,D,5/5/1999,,,,,,,,0.3,31.51751,,,250,0.6,49,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.17,
M608,-80.68779722,25.43758056,D,5/5/1999,,,,,,,,1.4,30.708661,,,3.8,0.12,80,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M602,-80.91556944,25.49607778,D,5/5/1999,,1.0668,58.4,,,174.21,0.046005,1.4,50.996016,,,66,0.22,78,,,,0,,,,,,,,,,,,,,,,,,,,126,,,1.74,
M603,-80.62762778,25.49454639,D,5/5/1999,,,,,,,,0.2,24.124514,,,59,0.15,58,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M598,-80.60741389,25.54066861,D,5/5/1999,,,,,,,,0.5,20.717131,,,12,0.02,39,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.2,
M605,-80.82933056,25.48364722,D,5/5/1999,,,,,,,,2.8,90.588235,,,200,5.75,190,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M606,-80.78358333,25.46994444,D,5/5/1999,,,,,,,,2.1,28.793774,,,680,0.33,71,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.13,
M597,-80.68597222,25.57327167,D,5/5/1999,,,,,,,,0.6,54,,,3500,,140,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.97,
M594,-80.69441667,25.5983075,D,5/5/1999,180.431677,0.1524,,0.23,164.675958,520.272265,0.01993,0.5,68.235294,,,1700,1.165444,140,,2.674864,,0.8,580,5.31,30.81,7.41,5.45,-94,2.114575,,61,0.659,0.576,0.002,0.011,2,0.011,3.02,26.91,,17.887,85,0.23,0.017,2.777658,19.225938
M595,-80.61049444,25.59298556,D,5/6/1999,,,,,,,,0.7,38.645418,,,45,0.29,120,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.635,
M600,-80.73253333,25.510575,D,5/6/1999,,,,,,,,0.7,20.318725,,,11,0.02,40,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.66,
M601,-80.81079167,25.49631111,D,5/6/1999,270.017841,,65.612648,,162.482587,195.197531,0.033543,0.9,86.055777,,,1300,0.433721,160,,2.307391,,0.7,752,3.09,26.85,7.46,7.53,6,3.139725,,110,2.39,0.48,0.003,0.0007,2,0.045,4.35,32.74,,11.656,95,0.099,0.021,1.734267,
M587,-80.57695556,25.65424722,D,5/6/1999,,,,,,,,0.6,24.096386,,,53,0.02,47,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.42,
M581,-80.67801111,25.72105417,D,5/6/1999,260.48939,,69.047619,,99.547918,428.369551,0.03125,0.5,55.15873,,,1800,3.21,110,,2.121126,,0.1,,,,,5.93,,2.22685,,61,0.677,0.127,0.002,0.003,2,0.012,2.44,32.97,,27.032,261,0.186,0.002,2.53,
M599,-80.82033056,25.52343611,D,5/6/1999,286.922434,0.10668,81.027668,,109.082217,279.739516,0.050323,2.1,91.23506,,,660,0.89,110,,2.387625,,0.6,731,5.48,33.43,7.45,13.3,-21,2.509925,,96,0.0554,0.652,0.006,0.0007,2,,2.64,35.075,,17.3755,,,0.02,5.26,
M578,-80.6898,25.74226611,D,5/6/1999,,,,,,,,1.05,29.6,,,1500,0.58,65,,2.972281,,0.1,,,,,20.6,,4.4176,,92,3.34,0.489,0.002,0.005,17,0.008,7.09,47.57,,63.829,181,0.512,0.002,2.73,
M596,-80.942,25.59037778,D,5/6/1999,,,,1.31,,,,2.8,34.765625,,,29,0.32,59,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.29,
M577,-80.57025278,25.74869139,D,5/6/1999,184.964129,,25.396825,,30.191627,97.512251,0.100328,4.1,32.941176,,,0,0.02,54,,2.075358,,0.7,514,3.76,28.51,7.11,10.16,-127,3.468675,,35,0.42,0.41,0.002,0.0007,2,0.434,1.89,20.54,,14.415,28,0.137,0.0006,4.13,
M580,-80.85429167,25.73511583,D,5/6/1999,,,,,,,,0.6,24.313725,,,84,0.02,40,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.3,
M584,-80.82020556,25.70348778,D,5/6/1999,,,,,,,,0.9,48.031496,,,23,0.22,90,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.32,
M560,-80.45896944,25.95309972,D,5/7/1999,68.525813,,90.118577,0.2,186.27,564.054875,0.008419,2.8,89.558233,,,1100,0.02,91,,1.476615,,1,721,0.89,21.49,7.15,9.39,-203,1.60065,,76,2.39,0.107,0.002,0.006,2.1,0.007,6,23.33,,20.491,52.5,1.22,0.002,0.2,
M592,-80.79524167,25.61153528,D,5/7/1999,,,,2.75,,,,1,33.2,,,350,0.37,70,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.3,
M591,-80.87572222,25.61922083,D,5/7/1999,,,,1.83,,,,1,33.333333,,,33,0.1,17,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.79,
M589,-80.84518889,25.62816306,D,5/7/1999,,,,0.78,,,,0.9,28.515625,,,38,0.02,34,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.57,
M590,-80.82503611,25.62730611,D,5/7/1999,,,,,,,,0.8,25.78125,,,87,0.17,44,,,,0,,,,,,,,,,,,,,,,,,,,,,,1.34,5.046844
M561,-80.56073889,25.95022167,D,5/7/1999,30.905138,0.3048,91.633466,0.2,258.41,566.971128,0.006571,2.1,85.882353,,,12000,0.02,97,,2.05457,,1,663,1.35,26.07,6.88,28.75,-216,1.957375,,65,0.857,0.153,0.001,0.0007,3.9,0.008,4.74,33.27,,57.443,36.5,1.16,0.004,0.2,
M574,-80.78079167,25.778135,D,5/7/1999,65.239687,0.18288,85.2,0.2,201.115815,48.241863,0.009815,0.6,84.8,,,220,2.59,140,,2.38343,,1,326,3.74,27.09,7.06,1.89,34,0.88175,,16,0.0773,0.645,0.003,0.02,2,0.004,1.5,16.795,,11.098,71,0.071,0.0006,0.2,33.49252
M562,-80.52057778,25.926225,D,5/7/1999,153.435,,41.269841,6.26,85.33,165.115991,0.039891,2.2,82.8125,,,880,2.21,110,,1.498462,,0.5,713,3.3,27.13,7.3,6.48,-68,0.771125,,74,0.318,0.074,0.004,0.028,2,0.0006,1.61,41.99,,9.331,41.3,0.099,0,0.95,
M573,-80.84001389,25.79599167,D,5/7/1999,107.257722,0.18288,41.269841,0.2,119.661052,125.415696,0.031992,0.05,59.215686,,,34,,81,,2.417949,,0.6,231,6.44,31.88,7.44,10.85,182,3.4803,,15,0.286,0.979,0.001,0.0007,2,0.006,4.02,19.33,,13.95,76,0.05,0.001,0.695,31.130102
M566,-80.55331389,25.89215667,D,5/7/1999,108.972825,,89.641434,2.45,40.75802,221.265835,0.04987,3.4,86.27451,,,890,0.84,,,1.196625,,0.7,669,4.78,25.45,7.32,1.3,-54,0.62455,,62,0.326,0.062,0.002,0.017,3.6,0.068,1.86,21.29,,8.742,50,0.091,0.0006,1.3,
M570,-80.7736,25.8411,D,5/7/1999,95.771014,0.24384,,0.2,147.31051,,0.018328,11,94.921875,,,81,0.02,200,,1.306254,,0.8,322,2.53,28.01,7.04,2.16,14,1.9574,,17,0.063,0.057,0.001,0.0007,2,0.016,1.75,18.49,,9.269,88,0.035,0.001,0.907,34.490074
M568,-80.60611944,25.878,D,5/7/1999,44.24331,,,,,,,5,83.070866,,,4800,0.02,83,,1.842159,,1.2,595,2.99,27.13,7.27,5.77,-24,3.4302,,41,0.222,0.103,0.001,0.0007,2,0.0006,1.93,22.21,,12.4155,69,0.339,0.001,0.2465,
M569,-80.71240278,25.85404083,D,5/7/1999,107.62217,,90.4,0.2,229.319009,301.466596,0.022697,4.3,90.588235,,,46,1.96,150,,1.427655,,0.8,365,8.74,28.75,7.27,2.51,105,2.8841,,35,0.39,0.065,0.001,0.0007,2,0.0006,2.3,19.89,,10.1959,58,0.102,0.001,5.01,102.84763
M572,-80.50923333,25.80060528,D,5/8/1999,171.661279,,81.2749,1.6,171.2158,366.664734,0.02652,2.8,59.84252,,,110,0.42,85,,1.469281,,0.8,566,2.21,24.53,7.47,1.36,58,1.479525,,61,0.698,0.038,0.002,0.005,2,0.079,1.94,22.46,,11.191,59,0.234,0.0006,1.680399,
M554,-80.64780833,26.03360083,D,5/8/1999,192.910167,0.12192,90.980392,0.2,291.49,966.002229,0.031297,3.4,92.857143,,,350,0.19,140,,3.11347,,0.4,717,0.61,26.38,6.73,37.4,-83,4.0046,,67,1.26,2.403,0.004,0.001,2,0.029,12.33,54.68,,63.86,112.3,0.136,0.01,3.44,
M575,-80.65784722,25.76341611,D,5/8/1999,172.253115,,90.4,,108.031295,492.590745,0.012508,2.3,93.650794,,,240,2.28,160,,1.484207,,1.3,598,1.22,23.77,7.17,6.23,-143,2.708075,,67,1.55,0.035,0.001,0.0007,2,0.004,4.24,22.62,,20.925,-3,0.164,0.003,2.43,
M557,-80.67093611,25.98579333,D,5/8/1999,101.703961,0.21336,93.6,0.2,68.54,458.041875,0.038638,3.1,92.913386,,,29,0.02,180,,2.023763,,0.8,410,0.65,25.71,6.93,11.6,-31,1.647625,,34,1.19,0.69,0.004,0.033,2,0.0006,4.47,23.79,,88.6879,103.7,0.047,0.002,3.73,
M571,-80.64489167,25.84084389,D,5/8/1999,126.669297,0.21336,91.699605,4.3,165.901569,367.859707,0.007994,5.1,91.304348,,,3000,0.91,150,,1.27754,,0.9,346,2.97,29.15,7.33,3.36,135,1.981025,,18,0.336,0.067,0.001,0.001,2,0.004,2.1,16.42,,16.988,-36,0.167,0.001,0.2,77.18421
M558,-80.76235278,25.97955556,D,5/8/1999,148.742139,0.18288,92.156863,0.2,148.81,371.137586,0.018275,2.4,92.1875,,,61,0.02,240,,2.174135,,0.6,552,0.45,27.22,6.91,17.5,-105,3.48295,,48,0.553,0.346,0.001,0.002,2,0.0006,2.45,27.9,,50.468,51,0.075,0.002,4.736551,
M556,-80.50949722,25.99139667,D,5/8/1999,43.779507,0.21336,26,0.2,13.79,31.605414,0.070343,4.6,45.669291,,,3100,0.63,82,,1.899312,,1.1,648,3.78,27.53,7.48,4.395,-201,3.428525,,72,0.69,0.099,0.002,0.027,2,0.0006,2.38,30.59,,10.974,-2,1.37,0.005,0.2,9.391476
M555,-80.50895,26.02418861,D,5/8/1999,60.142169,,81.526104,0.2,199.56,455.09456,0.009342,2.8,88.932806,,,5500,0.11,120,,1.400773,,1.3,527,4.03,31.04,7.87,2.02,-176,2.3031,,65,0.284,0.036,0.001,0.001,3,0.0006,1.31,26.2,,10.881,-57,1.85,0.002,1.72,14.942817
M559,-80.79076944,25.96210583,D,5/8/1999,158.17551,,99.2,0.2,1175.21,351.216372,0.020794,1.5,90.283401,,,14,4.13,140,,2.626846,,0.7,488,2.07,31.55,6.85,6.68,-146,2.73135,,45,1.81,0.904,0.002,0.006,2,0.039,5.85,33.81,,25.265,118.7,0.074,0.002,2.51,
M553,-80.50344444,26.03685889,D,5/8/1999,13.919913,0.3048,94,0.2,233.34,584.637995,0.012978,5.7,89.494163,,,3000,0.02,160,,1.639012,,1.2,621,1.97,31.54,7.88,6.085,-123,1.1522,,81,0.373,0.044,0.002,0.003,3.2,0.0006,2.14,29.45,,14.384,-95,0.486,0.001,0.2,
M563,-80.82219444,25.91101583,D,5/8/1999,,,87.250996,0.53,374.66,566.92,0.023124,1.7,80.4,,,21,0.25,170,,1.768624,,0.3,419,0.73,26.43,7.07,5.37,-89,0.404325,,20,0.175,0.534,0.005,0.065,2,0.0006,3.91,22.99,,20.274,129,0.026,0.001,,
M567,-80.655025,25.88869333,D,5/9/1999,184.640362,0.21336,46.215139,0.2,372.361355,273.79,0.013001,5.2,91.304348,,,29,4.63,240,,,,1,391,0.71,24.68,7.31,4.99,51,2.129925,,30,1.27,0.456,0.001,0.004,2,0.014,1.94,,,,27,0.131,0.0006,8.782836,112.707116
M547,-80.48068889,26.07716417,D,5/9/1999,53.153599,,94.444444,3.88,205.55,261.752645,0.022886,2.9,61.811024,,,4200,0.22,93,,,,1.4,571,1.34,24.2,7.56,1.15,-200,2.275375,,71,0.749,0.029,0.003,0.002,7.4,0.004,2.35,,,,107.5,2.45,0.001,0.883959,
M528,-80.37806944,26.24940056,D,5/9/1999,,,,,,,,3.7,88.492063,,,4900,6.24,70,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M565,-80.7547,25.90380806,D,5/9/1999,107.67455,0.3048,88,0.2,698.124724,314.402288,0.010933,3,90.272374,,,340,0.02,140,,,,1.2,377,0.98,25.7,7.15,3.92,-58,2.2265,,26,0.544,0.127,0.001,0.001,2,0.0006,2.4,,,,-32,0.094,0.0006,7.49,25.542647
M564,-80.70221667,25.90817972,D,5/9/1999,89.936719,0.18288,90.513834,0.2,407.61,203.54,0.028173,3.4,95.238095,,,780,0.02,120,,,,1.1,447,2.86,27.6,7.13,7.38,45,3.0588,,46,0.458,0.362,0.002,0.001,2,0.002,3.53,,,,-18,0.127,0.002,3.4,11.327725
M548,-80.60395,26.07636472,D,5/9/1999,113.584628,,,0.2,200.96,,0.007722,3.9,90.47619,,,14000,0.68,150,,,,0.8,522,1.56,28.1,6.9,20.65,-181,3.69365,,50,1.41,0.083,0.004,0.017,2,0.003,11.27,,,,185.3,0.643,0.001,0.2,
M552,-80.77486111,26.04246028,D,5/9/1999,,,,,,,,3,90.513834,,,29,0.38,180,,,,0,,,,,,,,,,,,,,,0.044,,,,,,0.309,,2.19,
M545,-80.54493333,26.11118083,D,5/9/1999,30.433312,,46.215139,0.2,98.94,387.317039,0.006432,2.9,84.337349,,,1400,0.62,110,,,,0.9,565,3.8,29.14,7.19,8.39,-194,3.815475,,68,0.842,0.489,0.002,0.003,2.8,0.0006,4.48,,,,101.5,0.68,0.002,3.8,36.234939
M549,-80.84556111,26.06215722,D,5/9/1999,,,,,,,,1.4,49.411765,,,33,5.64,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M551,-80.75333333,26.05224972,D,5/9/1999,,0.09144,67.96875,0.2,417.02,423.289474,0.01447,2.1,91.050584,,,160,0.31,200,,,,0.3,,,,,2.735,,2.223475,,48,1.08,0.701,0.003,0.002,2,0.013,3.6,,,,39,0.101,0.002,,
M543,-80.48501667,26.13326917,D,5/9/1999,,,93.333333,0.2,117.76,435.150003,0.024056,0.8,17.52988,,,1500,0.41,33,,,,0.6,927,1.78,28.37,7.01,6.75,-217,1.6369,,89,1.14,0.555,0.004,0.048,16,0.029,3.92,,,,67.5,0.438,0.003,0.2,
M550,-80.70016944,26.05504556,D,5/9/1999,,,,,,,,2.4,91.699605,,,190,1.45,210,,,,0.1,,,,,,,,,,,,,,,0.035,,,,,27,0.053,,4.76,65.823055
M541,-80.51976111,26.15213889,D,5/9/1999,,0.018288,84.435798,0.55,251.54,490.732473,0.011533,4.8,96.4,,,2000,0.65,120,,,,0.06,,,,,,,,,,,,,,,,,,,,16.3,,,2.73,62.547282
M546,-80.7046,26.08627417,D,5/9/1999,,,,,,,,1.6,85.714286,,,60,0.67,210,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M539,-80.37165833,26.16633306,D,5/9/1999,,,96.470588,0.2,331.52,263.419361,0.007986,2.1,72.047244,,,1600,0.23,120,,,,0.5,1257,1.01,28.46,7,10.05,-251,3.4957,,220,1.84,1.004,0.002,0.008,6.7,0.015,3.58,,,,5.3,0.72,0.002,0.2,
M544,-80.71470278,26.11455639,D,5/9/1999,,0.09144,93.023256,17.29,155.15,556.226312,0.037116,2.4,82.239382,,,250,0.77,130,,,,0,,,,,,,,,,,,,,,,,,,,,,,3.77,
M542,-80.667275,26.13818222,D,5/9/1999,,,,,,,,2.1,89.641434,,,1100,0.93,180,,,,0,,,,,,,,,,,,,,,,,,,,,,,0.98,
M540,-80.70806667,26.16658611,D,5/10/1999,,,,,,,,1.2,73.929961,,,540,2.92,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M519,-80.50822222,26.31476833,D,5/10/1999,,,,,,,,4,93.951613,,,2700,0.02,120,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M536,-80.78351111,26.18905472,D,5/10/1999,,,,,,,,1.2,24.609375,,,220,1.67,38,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M520,-80.49466944,26.31263861,D,5/10/1999,,,,,,,,2,92.828685,,,3200,0.86,150,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M535,-80.76077222,26.19115528,D,5/10/1999,,,,,,,,0.5,25.301205,,,240,0.45,32,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M527,-80.487475,26.26424333,D,5/10/1999,,,,,,,,1.7,98.54902,,,3700,1.6,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M534,-80.72535,26.20857639,D,5/10/1999,,,,,,,,1,54.98008,,,4100,0.02,77,,,,0,,,,,,,,,,,,,,,,,,,,,,,4.47,
M529,-80.49838333,26.24610083,D,5/10/1999,,,,,,,,2.6,91.338583,,,4300,2.04,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M523,-80.81448611,26.29093306,D,5/10/1999,,,,,,,,0.5,27.710843,,,280,0.61,31,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M532,-80.641675,26.22405917,D,5/10/1999,,,,,,,,0.6,25.896414,,,1400,0.18,25,,10.366918,,0.6,1417,2.33,23.7,7.27,25.85,69,0.13365,,170,0.876,4.003,0.299,0.208,47,0.033,3.3,57.04,,433,67,0.493,0.038,,
M518,-80.82589167,26.31934556,D,5/10/1999,,,,,,,,5,85.15625,,,6400,0.02,77,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M522,-80.72111111,26.30546194,D,5/10/1999,,,,,,,,2.5,98.4375,,,7000,2.23,130,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M531,-80.56035278,26.22656167,D,5/10/1999,,,,,,,,1.9,89.156627,,,,4.39,85,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M537,-80.55582778,26.18538194,D,5/10/1999,,,84.58498,9.19,156.71,841.996083,0.025935,1.9,46.27451,,,1200,0.02,110,,2.072443,,0.1,,,,,2.36,,0.3692,,120,0.254,0.02,0.043,0.242,66,0.039,1.89,34.92,,25.3735,196,0.049,0.002,,
M533,-80.42164444,26.21253833,D,5/10/1999,87.664911,0.21336,73.705179,2.97,323.57,358.600017,0.030297,3.7,92.607004,,,4500,0.02,150,,1.65747,,1.2,875,5.57,27.65,7.88,1.35,-180,1.439375,,150,0.927,0.039,0.004,0.005,34,0.027,2.01,33.56,,8,33,5.41,0.001,3.175,
M538,-80.32596111,26.1680325,D,5/10/1999,26.469701,,88.095238,0.2,274.35,260.67,0.019585,2,46.370968,,,2200,,100,,2.130657,,1,831,7.33,29.12,7.92,7.945,-96,3.866325,,140,0.966,0.031,0.002,0.001,23,0.016,3.14,40.72,,36.177,-6,4.95,0.002,1.630561,44.004459
M525,-80.65756944,26.28411417,D,5/10/1999,,,,,,,,2.3,82.329317,,,3100,19.01,100,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M526,-80.64776944,26.2659825,D,5/10/1999,,,,,,,,1,85.098039,,,5500,2.65,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M530,-80.35470833,26.24333306,D,5/11/1999,,,,,,,,3.3,88.844622,,,2400,0.02,140,,,,0,,,,,,,,,,,,,,,,,,,,,,,2.3,
M513,-80.48536944,26.38948444,D,5/11/1999,,,,,,,,6,86.4,,,1000,19.16,220,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M524,-80.43482778,26.28980861,D,5/11/1999,,,,,,,,3.4,93.227092,,,6100,1.86,140,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M521,-80.34228611,26.30561611,D,5/11/1999,,,,,,,,3.8,94.941634,,,3800,0.48,180,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M509,-80.38783333,26.42208167,D,5/11/1999,27.816721,0.12192,95.652174,5.96,175.02,729.086529,0.015073,8.6,92.54902,,,3600,0.02,140,,1.299681,,0.6,301,1.66,25.09,6.72,4.53,-187,0.4012,,43,1.38,0.07,0.003,0.007,2,0.014,3.81,27.98,,17.484,20.7,0.74,0.004,0.2,
M517,-80.32679444,26.33131333,D,5/11/1999,,,,,,,,5.2,93.548387,,,4500,0.86,110,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M511,-80.25720833,26.41554667,D,5/11/1999,29.013903,0.21336,94.779116,2.88,767.33,527.349428,0.009723,9.7,98.44358,,,820,5.46,180,,1.475541,,0.8,218,2.4,27.31,6.18,4.39,-31,0.96265,,28,0.866,0.418,0.002,0.004,2,0.004,3.42,36.67,,18.569,185,0.113,0.002,,
M507,-80.43369167,26.44185778,D,5/11/1999,,,,,,,,8,78.90625,,,940,14.06,120,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M508,-80.290975,26.42704306,D,5/11/1999,81.876064,0.3048,96.875,23.1,745.91,756.807875,0.006801,7.1,97.131148,,,1.2,,140,,1.504039,,1.2,135.5,1.7,25.76,5.97,14.75,23,2.768525,,21,0.39,0.038,0.004,0.004,2,0.011,6.35,22.54,,39.835,211,0.058,0.004,,
M504,-80.36738056,26.48133111,D,5/11/1999,,,,,,,,10,97.276265,,,200,5.73,140,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M502,-80.34505556,26.5117675,D,5/11/1999,,0.12192,94.8,0.2,152.14,332.442082,0.021139,9.6,98.007968,,,84,3.23,110,,2.31644,,0.4,343,0.5,28.48,5.84,25.9,-64,3.27625,,78,1.64,2.305,0.004,0.007,2,0.063,14.97,62.22,,129,86,0.11,0.005,,
M506,-80.32695556,26.45267722,D,5/11/1999,87.824954,0.24384,94.208494,0.2,343.36,568.344346,0.017098,9.7,98.828125,,,120,0.88,99,,1.869777,,1.2,142.9,1.65,29.48,6.02,13.4,71,2.1812,,23,0.36,0.038,0.003,0.008,2,0.015,6.38,28.23,,69.409,201,0.078,0.007,,
M503,-80.25956111,26.49385556,D,5/11/1999,,0.09144,92.857143,4.98,158.7,489.90027,0.031473,8.2,95.6,,,100,4.41,170,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
M501,-80.26759444,26.51460944,D,5/11/1999,,,,,,,,14,96.078431,,,120,4.87,170,,3.427737,,0.5,421,4.64,26.39,6.81,52.35,13,3.1046,,48,1.02,1.982,0.003,0.02,2,0.025,14.95,40.02,,102,69.5,0.154,0.003,,
